time,lon,lat,pm2p5
2021-01-24 23:00:00,18.950000000000006,47.25,7.9609375
2021-01-25 00:00:00,18.950000000000006,47.25,7.015625
2021-01-25 01:00:00,18.950000000000006,47.25,6.671875
2021-01-25 02:00:00,18.950000000000006,47.25,7.3125
2021-01-25 03:00:00,18.950000000000006,47.25,5.5
2021-01-25 04:00:00,18.950000000000006,47.25,4.3476562
2021-01-25 05:00:00,18.950000000000006,47.25,4.7578125
2021-01-25 06:00:00,18.950000000000006,47.25,5.564453
2021-01-25 07:00:00,18.950000000000006,47.25,5.96875
2021-01-25 08:00:00,18.950000000000006,47.25,6.5
2021-01-25 09:00:00,18.950000000000006,47.25,7.234375
2021-01-25 10:00:00,18.950000000000006,47.25,6.705078
2021-01-25 11:00:00,18.950000000000006,47.25,5.935547
2021-01-25 12:00:00,18.950000000000006,47.25,5.904297
2021-01-25 13:00:00,18.950000000000006,47.25,5.859375
2021-01-25 14:00:00,18.950000000000006,47.25,6.341797
2021-01-25 15:00:00,18.950000000000006,47.25,7.408203
2021-01-25 16:00:00,18.950000000000006,47.25,9.824219
2021-01-25 17:00:00,18.950000000000006,47.25,16.179688
2021-01-25 18:00:00,18.950000000000006,47.25,18.789062
2021-01-25 19:00:00,18.950000000000006,47.25,17.367188
2021-01-25 20:00:00,18.950000000000006,47.25,16.515625
2021-01-25 21:00:00,18.950000000000006,47.25,16.539062
2021-01-25 22:00:00,18.950000000000006,47.25,15.761719
2021-01-25 23:00:00,18.950000000000006,47.25,15.199219
2021-01-26 00:00:00,18.950000000000006,47.25,14.4609375
2021-01-26 01:00:00,18.950000000000006,47.25,14.71875
2021-01-26 02:00:00,18.950000000000006,47.25,14.65625
2021-01-26 03:00:00,18.950000000000006,47.25,14.066406
2021-01-26 04:00:00,18.950000000000006,47.25,14.1875
2021-01-26 05:00:00,18.950000000000006,47.25,13.4609375
2021-01-26 06:00:00,18.950000000000006,47.25,15.324219
2021-01-26 07:00:00,18.950000000000006,47.25,17.382812
2021-01-26 08:00:00,18.950000000000006,47.25,17.015625
2021-01-26 09:00:00,18.950000000000006,47.25,16.046875
2021-01-26 10:00:00,18.950000000000006,47.25,16.40625
2021-01-26 11:00:00,18.950000000000006,47.25,13.355469
2021-01-26 12:00:00,18.950000000000006,47.25,11.480469
2021-01-26 13:00:00,18.950000000000006,47.25,10.503906
2021-01-26 14:00:00,18.950000000000006,47.25,9.6015625
2021-01-26 15:00:00,18.950000000000006,47.25,8.933594
2021-01-26 16:00:00,18.950000000000006,47.25,9.753906
2021-01-26 17:00:00,18.950000000000006,47.25,12.984375
2021-01-26 18:00:00,18.950000000000006,47.25,16.921875
2021-01-26 19:00:00,18.950000000000006,47.25,19.164062
2021-01-26 20:00:00,18.950000000000006,47.25,17.078125
2021-01-26 21:00:00,18.950000000000006,47.25,15.957031
2021-01-26 22:00:00,18.950000000000006,47.25,14.4453125
2021-01-26 23:00:00,18.950000000000006,47.25,14.285156
2021-01-27 00:00:00,18.950000000000006,47.25,14.8671875
2021-01-27 01:00:00,18.950000000000006,47.25,13.699219
2021-01-27 02:00:00,18.950000000000006,47.25,13.8125
2021-01-27 03:00:00,18.950000000000006,47.25,13.941406
2021-01-27 04:00:00,18.950000000000006,47.25,14.8125
2021-01-27 05:00:00,18.950000000000006,47.25,17.585938
2021-01-27 06:00:00,18.950000000000006,47.25,18.140625
2021-01-27 07:00:00,18.950000000000006,47.25,19.242188
2021-01-27 08:00:00,18.950000000000006,47.25,17.0625
2021-01-27 09:00:00,18.950000000000006,47.25,13.925781
2021-01-27 10:00:00,18.950000000000006,47.25,12.375
2021-01-27 11:00:00,18.950000000000006,47.25,9.503906
2021-01-27 12:00:00,18.950000000000006,47.25,8.894531
2021-01-27 13:00:00,18.950000000000006,47.25,8.425781
2021-01-27 14:00:00,18.950000000000006,47.25,7.6796875
2021-01-27 15:00:00,18.950000000000006,47.25,8.59375
2021-01-27 16:00:00,18.950000000000006,47.25,10.515625
2021-01-27 17:00:00,18.950000000000006,47.25,13.0234375
