time,tg,hu,rr,pp
1999-08-22,18.55,58.100002,0.0,1016.9
1999-08-23,17.23,60.9,0.0,1019.5
1999-08-24,18.109999,62.5,0.0,1020.7
1999-08-25,18.57,61.100002,0.0,1021.4
1999-08-26,18.8,57.100002,0.0,1021.8
1999-08-27,18.07,67.6,0.0,1021.2
1999-08-28,20.41,64.5,0.0,1019.2
1999-08-29,20.4,67.700005,0.0,1016.8
1999-08-30,20.039999,76.1,5.3,1014.60004
1999-08-31,18.02,87.5,3.3,1012.9
1999-09-01,16.869999,74.0,0.0,1013.3
1999-09-02,15.63,75.9,0.0,1016.10004
1999-09-03,19.13,75.3,2.0,1017.9
1999-09-04,16.83,75.5,0.0,1021.10004
1999-09-05,17.05,69.8,0.0,1021.4
1999-09-06,17.779999,66.9,0.0,1018.3
1999-09-07,18.15,65.1,0.0,1016.10004
1999-09-08,19.24,69.4,0.0,1017.3
1999-09-09,21.68,61.4,0.0,1018.3
1999-09-10,23.08,53.7,0.0,1022.2
1999-09-11,21.26,57.3,0.0,1022.7
1999-09-12,20.48,63.600002,0.0,1018.2
1999-09-13,20.039999,64.0,0.0,1015.10004
1999-09-14,19.51,63.8,0.0,1014.4
1999-09-15,19.38,66.8,0.0,1014.10004
1999-09-16,19.6,61.2,0.0,1012.7
1999-09-17,20.76,73.0,0.0,1011.10004
1999-09-18,20.64,71.0,0.0,1012.10004
1999-09-19,21.23,65.8,0.0,1011.8
1999-09-20,20.939999,65.700005,0.0,1012.9
1999-09-21,18.99,71.4,3.5,1011.8
1999-09-22,17.71,82.3,0.0,1014.7
1999-09-23,19.16,76.0,0.0,1016.5
1999-09-24,20.949999,69.200005,0.0,1018.10004
1999-09-25,21.46,68.6,0.0,1015.5
1999-09-26,22.9,68.0,0.0,1009.0
1999-09-27,19.689999,69.200005,0.0,1012.2
1999-09-28,18.58,79.8,14.900001,1008.9
1999-09-29,17.21,65.3,0.0,1010.10004
1999-09-30,18.39,61.8,0.0,1008.0
1999-10-01,17.49,61.9,0.0,1009.2
1999-10-02,17.02,64.700005,0.0,1015.5
1999-10-03,19.6,68.700005,0.0,1010.60004
1999-10-04,13.009999,82.200005,10.1,1010.5
1999-10-05,12.21,87.5,9.6,1011.8
1999-10-06,11.11,84.8,2.4,1018.0
1999-10-07,11.21,74.4,0.0,1024.6
1999-10-08,10.5199995,71.0,0.0,1025.9
1999-10-09,11.74,76.9,0.0,1022.2
1999-10-10,13.5199995,79.8,0.0,1019.8
1999-10-11,15.45,74.0,0.0,1022.9
1999-10-12,14.78,76.5,0.0,1025.2001
1999-10-13,12.04,68.4,0.0,1026.3
1999-10-14,11.16,67.700005,0.0,1020.60004
1999-10-15,10.34,63.0,0.0,1018.7
1999-10-16,8.04,65.1,0.0,1019.2
1999-10-17,6.43,67.6,0.0,1021.8
1999-10-18,5.56,66.4,0.0,1025.7001
1999-10-19,6.0299997,62.5,0.0,1019.4
1999-10-20,6.1,68.5,0.0,1021.0
1999-10-21,6.7,84.8,1.4,1020.4
1999-10-22,8.2699995,78.200005,0.0,1018.10004
1999-10-23,10.66,73.4,7.3,1015.60004
1999-10-24,10.75,92.6,3.4,1010.4
1999-10-25,16.109999,77.6,1.6,1010.10004
1999-10-26,15.66,86.3,2.9,1015.60004
1999-10-27,14.53,68.0,0.0,1021.3
1999-10-28,13.09,70.1,0.0,1026.3
1999-10-29,12.09,83.200005,0.0,1025.7001
1999-10-30,9.79,81.0,0.0,1028.3
1999-10-31,10.809999,86.0,0.0,1022.9
1999-11-01,11.71,70.6,0.0,1029.3
1999-11-02,9.2699995,85.1,0.0,1025.2001
1999-11-03,11.219999,80.700005,0.0,1023.5
1999-11-04,11.45,68.700005,0.0,1026.9
1999-11-05,10.0199995,80.8,0.0,1024.0
1999-11-06,10.37,77.3,0.0,1014.7
1999-11-07,10.75,79.200005,0.0,1015.8
1999-11-08,7.35,90.5,15.1,1021.3
1999-11-09,6.89,,20.6,1023.5
1999-11-10,5.46,,8.400001,1023.7
1999-11-11,6.2999997,91.5,0.0,1029.1
1999-11-12,5.54,,0.0,1031.6
1999-11-13,3.52,,0.0,1025.0
1999-11-14,4.69,88.0,2.4,1011.9
1999-11-15,3.36,86.3,0.0,1015.5
1999-11-16,1.3199999,72.5,3.7,1022.9
1999-11-17,0.65,,5.0,1013.10004
1999-11-18,1.75,90.0,0.0,1006.0
1999-11-19,-0.11,,13.3,1004.2
1999-11-20,0.26999998,86.200005,0.0,1009.7
1999-11-21,-1.9,92.6,11.8,1016.5
1999-11-22,0.03,90.6,3.6000001,1010.5
1999-11-23,-0.42,81.4,4.3,1011.4
1999-11-24,0.61,91.0,3.2,1016.2
1999-11-25,1.4699999,89.0,0.0,1029.5
1999-11-26,0.87,,0.0,1035.4
1999-11-27,0.32,90.200005,0.0,1035.0
1999-11-28,-0.69,,0.0,1037.7001
1999-11-29,-0.75,,0.0,1037.7001
1999-11-30,-1.9499999,,0.0,1034.2001
1999-12-01,-2.73,,0.0,1025.5
1999-12-02,3.9299998,84.8,0.0,1019.9
1999-12-03,4.8399997,74.4,0.0,1022.8
1999-12-04,6.39,85.4,0.0,1012.3
1999-12-05,4.3199997,82.4,0.0,1011.5
1999-12-06,1.8199999,75.5,0.0,1025.2001
1999-12-07,0.56,76.9,0.0,1025.7001
1999-12-08,2.9299998,77.4,0.0,1019.4
1999-12-09,2.6499999,87.0,0.0,1017.2
1999-12-10,4.42,85.700005,2.7,1009.7
1999-12-11,5.37,,0.0,1009.10004
1999-12-12,4.87,,9.900001,1008.3
1999-12-13,6.1,86.1,3.7,1004.3
1999-12-14,4.35,81.1,2.7,1005.2
1999-12-15,4.2599998,78.5,0.0,1002.3
1999-12-16,1.8,78.1,0.0,1013.3
1999-12-17,0.34,82.1,0.0,1025.5
1999-12-18,0.22999999,89.700005,0.0,1019.5
1999-12-19,2.2,91.8,4.9,1009.7
1999-12-20,0.29,81.4,0.0,1013.4
1999-12-21,-1.48,74.5,0.0,1023.0
1999-12-22,-2.49,74.3,0.0,1036.6
1999-12-23,-5.66,82.5,0.0,1038.3
1999-12-24,-6.8999996,86.4,0.0,1035.4
1999-12-25,-8.04,87.9,2.6000001,1022.10004
1999-12-26,-2.54,89.9,15.6,1003.9
1999-12-27,3.72,80.0,2.3,993.0
1999-12-28,1.03,,21.5,989.0
1999-12-29,1.74,81.4,0.0,1000.8
1999-12-30,1.8299999,85.3,0.0,1019.60004
1999-12-31,-1.65,87.3,0.0,1025.3
2000-01-01,-4.92,90.6,0.0,1026.7001
2000-01-02,-3.54,92.6,0.0,1029.7001
2000-01-03,-1.03,93.0,0.0,1029.3
2000-01-04,-1.0,91.8,0.0,1025.1
2000-01-05,0.17999999,89.1,0.0,1023.4
2000-01-06,-0.56,89.5,0.0,1026.0
2000-01-07,-2.96,,0.0,1029.9
2000-01-08,-1.25,,0.0,1030.1
2000-01-09,-1.61,,0.0,1028.9
2000-01-10,-0.29,89.5,0.0,1032.2001
2000-01-11,0.98999995,86.3,0.0,1038.1
2000-01-12,0.0,81.8,0.0,1037.6
2000-01-13,-3.32,,1.7,1033.2001
2000-01-14,-1.15,87.5,0.0,1029.0
2000-01-15,-0.66999996,88.6,0.0,1029.4
2000-01-16,-0.88,79.0,0.0,1029.1
2000-01-17,1.65,78.5,2.5,1014.2
2000-01-18,2.1,84.8,4.8,999.9
2000-01-19,0.81,74.4,0.0,1011.3
2000-01-20,-0.28,76.8,0.0,1022.0
2000-01-21,1.13,73.6,0.0,1007.60004
2000-01-22,-3.6499999,62.7,0.0,1017.4
2000-01-23,-3.3799999,69.700005,0.0,1010.9
2000-01-24,-4.54,51.9,0.0,1015.10004
2000-01-25,-6.6299996,71.1,0.0,1026.4
2000-01-26,-4.31,63.3,0.0,1027.3
2000-01-27,1.1,72.5,0.0,1026.6
2000-01-28,0.57,59.8,0.0,1022.7
2000-01-29,2.23,72.8,4.5,1015.9
2000-01-30,6.2,71.200005,4.2000003,1007.7
2000-01-31,8.099999,75.3,0.0,1017.60004
2000-02-01,9.29,76.1,0.0,1024.2001
2000-02-02,6.98,79.700005,0.0,1016.60004
2000-02-03,7.23,66.4,0.0,1020.9
2000-02-04,3.8799999,59.7,0.0,1035.0
2000-02-05,6.75,75.700005,0.0,1027.3
2000-02-06,9.059999,80.0,0.0,1026.2001
2000-02-07,3.8999999,91.9,0.0,1023.10004
2000-02-08,7.81,77.700005,3.3,1016.0
2000-02-09,7.74,72.1,0.0,1011.7
2000-02-10,5.42,67.5,0.0,1022.9
2000-02-11,3.62,79.6,0.0,1025.8
2000-02-12,5.31,76.8,0.0,1027.0
2000-02-13,6.45,68.6,0.0,1021.8
2000-02-14,3.8799999,71.1,0.0,1018.5
2000-02-15,1.91,77.200005,0.6,1020.4
2000-02-16,3.77,80.3,7.7000003,1010.8
2000-02-17,3.27,75.0,0.0,1001.7
2000-02-18,2.07,70.1,0.0,1010.10004
2000-02-19,2.1499999,78.9,0.0,1008.10004
2000-02-20,3.28,85.4,0.0,1012.7
2000-02-21,1.4499999,68.0,0.0,1022.0
2000-02-22,-0.26999998,64.3,0.0,1026.5
2000-02-23,0.04,75.200005,0.0,1026.5
2000-02-24,1.77,79.4,0.0,1028.2001
2000-02-25,5.74,69.3,0.0,1021.8
2000-02-26,4.91,65.700005,0.0,1028.9
2000-02-27,4.8599997,63.0,0.0,1032.7001
2000-02-28,4.74,60.8,0.0,1034.9
2000-02-29,5.75,54.9,0.0,1026.4
2000-03-01,7.71,63.4,8.900001,1010.0
2000-03-02,5.72,77.0,3.6000001,1010.10004
2000-03-03,5.0699997,63.9,0.0,1017.7
2000-03-04,5.81,65.0,0.0,1011.4
2000-03-05,1.65,64.8,0.0,1024.1
2000-03-06,3.1499999,63.0,0.0,1031.5
2000-03-07,7.27,49.9,0.0,1024.5
2000-03-08,10.76,64.0,0.5,1019.9
2000-03-09,12.7699995,69.6,5.6,1012.0
2000-03-10,6.39,57.3,0.0,1016.8
2000-03-11,3.3999999,75.700005,3.1000001,1017.9
2000-03-12,7.24,66.8,0.0,1019.0
2000-03-13,4.98,61.2,0.0,1028.3
2000-03-14,7.41,62.0,1.6,1022.4
2000-03-15,6.3999996,60.600002,0.0,1015.0
2000-03-16,1.63,77.1,3.3,1016.5
2000-03-17,0.71,77.6,3.4,1016.3
2000-03-18,1.61,75.1,0.0,1016.9
2000-03-19,1.6899999,74.4,0.0,1021.2
2000-03-20,3.1699998,62.2,0.0,1022.5
2000-03-21,5.4,68.6,0.0,1021.0
2000-03-22,9.41,68.3,0.0,1020.8
2000-03-23,10.309999,61.4,0.0,1016.8
2000-03-24,10.17,65.8,0.0,1013.4
2000-03-25,9.2,66.0,0.0,1016.8
2000-03-26,10.7,72.6,1.1,1015.0
2000-03-27,11.04,86.3,4.7000003,1007.0
2000-03-28,11.139999,66.0,0.0,1010.0
2000-03-29,11.599999,71.8,1.8000001,1013.4
2000-03-30,10.48,68.6,3.9,1008.4
2000-03-31,8.59,68.700005,0.0,1009.0
2000-04-01,9.8,71.1,7.9,1005.60004
2000-04-02,10.3,77.3,0.0,1004.9
2000-04-03,11.69,70.6,0.0,1006.5
2000-04-04,13.849999,72.4,16.9,999.8
2000-04-05,11.889999,92.5,23.6,992.4
2000-04-06,6.8599997,56.9,0.0,1008.5
2000-04-07,7.0299997,48.4,0.0,1021.10004
2000-04-08,6.5299997,57.3,0.0,1019.9
2000-04-09,6.0099998,53.600002,0.0,1019.8
2000-04-10,8.96,49.100002,0.0,1013.8
2000-04-11,10.929999,59.8,0.6,1005.3
2000-04-12,12.53,69.700005,0.0,1000.8
2000-04-13,13.639999,62.100002,1.5,1005.3
2000-04-14,15.67,53.600002,0.0,1007.0
2000-04-15,16.869999,55.600002,3.6000001,1004.5
2000-04-16,14.49,61.8,0.0,1007.10004
2000-04-17,17.57,52.3,0.0,1007.3
2000-04-18,19.51,51.7,0.0,1006.60004
2000-04-19,20.26,47.0,0.0,1005.7
2000-04-20,20.609999,47.7,0.0,1009.5
2000-04-21,21.71,45.3,0.0,1012.5
2000-04-22,20.779999,46.8,0.0,1014.60004
2000-04-23,20.21,48.100002,0.0,1013.60004
2000-04-24,20.279999,45.600002,0.0,1006.5
2000-04-25,15.61,80.4,4.6,1008.8
2000-04-26,16.76,80.0,0.0,1013.4
2000-04-27,18.25,70.700005,0.0,1016.3
2000-04-28,18.96,64.6,0.0,1016.3
2000-04-29,20.4,53.9,0.0,1016.9
2000-04-30,20.23,57.100002,0.0,1019.10004
2000-05-01,18.92,71.0,5.3,1015.4
2000-05-02,18.47,44.600002,0.0,1014.9
2000-05-03,14.219999,48.0,0.0,1021.3
2000-05-04,15.639999,52.3,0.0,1020.4
2000-05-05,17.369999,48.7,0.0,1018.3
2000-05-06,18.38,44.600002,0.0,1017.3
2000-05-07,20.06,46.3,0.0,1018.5
2000-05-08,20.6,51.2,0.0,1019.4
2000-05-09,20.17,63.2,0.0,1019.5
2000-05-10,21.56,61.3,0.0,1016.9
2000-05-11,22.869999,55.9,0.0,1014.0
2000-05-12,21.96,53.0,0.0,1014.3
2000-05-13,16.3,39.9,0.0,1021.7
2000-05-14,17.65,43.4,0.0,1023.3
2000-05-15,20.47,44.600002,0.0,1022.4
2000-05-16,22.22,43.2,0.0,1019.3
2000-05-17,23.0,39.5,0.0,1014.9
2000-05-18,23.019999,45.7,0.0,1008.8
2000-05-19,16.619999,72.200005,2.0,1006.9
2000-05-20,13.83,69.4,0.2,1008.60004
2000-05-21,13.73,57.5,0.0,1011.5
2000-05-22,12.75,74.3,7.9,1012.2
2000-05-23,14.74,71.9,0.0,1017.0
2000-05-24,17.27,60.4,0.0,1018.8
2000-05-25,19.97,54.3,0.0,1017.2
2000-05-26,22.05,51.600002,0.0,1017.2
2000-05-27,24.06,46.9,0.0,1014.5
2000-05-28,24.369999,51.7,0.0,1012.4
2000-05-29,16.859999,71.200005,0.0,1010.9
2000-05-30,15.44,51.2,0.0,1016.7
2000-05-31,15.059999,72.5,1.2,1014.60004
2000-06-01,16.279999,55.8,0.0,1022.9
2000-06-02,17.85,51.4,0.0,1025.5
2000-06-03,20.88,46.5,0.0,1021.60004
2000-06-04,23.4,43.9,0.0,1019.0
2000-06-05,25.34,43.5,0.0,1016.8
2000-06-06,25.769999,52.4,0.0,1011.2
2000-06-07,19.14,59.600002,0.0,1015.0
2000-06-08,19.14,47.8,0.0,1021.60004
2000-06-09,21.9,45.3,0.0,1020.4
2000-06-10,24.39,41.4,0.0,1017.5
2000-06-11,26.529999,42.4,0.0,1016.7
2000-06-12,27.779999,40.7,0.0,1019.8
2000-06-13,28.26,52.0,0.0,1022.5
2000-06-14,28.71,50.3,0.0,1018.2
2000-06-15,24.59,57.7,0.0,1015.60004
2000-06-16,18.539999,52.2,0.0,1017.60004
2000-06-17,15.67,44.600002,0.0,1023.9
2000-06-18,17.65,41.2,0.0,1027.5
2000-06-19,19.63,40.9,0.0,1026.3
2000-06-20,23.63,42.3,0.0,1020.0
2000-06-21,26.4,38.100002,0.0,1015.2
2000-06-22,28.93,34.600002,0.0,1013.4
2000-06-23,27.33,39.100002,0.0,1012.4
2000-06-24,22.17,51.600002,2.6000001,1012.0
2000-06-25,16.71,75.6,3.0,1011.0
2000-06-26,16.96,59.4,0.0,1016.2
2000-06-27,16.43,46.7,0.0,1018.2
2000-06-28,18.529999,40.7,0.0,1014.9
2000-06-29,19.52,39.600002,0.0,1013.8
2000-06-30,18.97,46.600002,3.0,1015.0
2000-07-01,22.01,57.2,0.0,1013.0
2000-07-02,24.869999,51.0,0.0,1012.3
2000-07-03,26.31,56.100002,2.0,1010.3
2000-07-04,26.74,56.100002,0.0,1007.7
2000-07-05,24.109999,51.0,0.0,1012.0
2000-07-06,23.96,40.2,0.0,1016.3
2000-07-07,23.75,50.8,3.4,1012.5
2000-07-08,22.14,63.8,0.0,1005.0
2000-07-09,14.7,77.6,4.9,1005.9
2000-07-10,20.26,51.100002,0.0,1005.4
2000-07-11,20.84,62.9,2.5,1001.7
2000-07-12,17.96,71.6,2.3,1006.7
2000-07-13,17.31,54.5,0.0,1010.0
2000-07-14,18.01,52.2,0.5,1007.10004
2000-07-15,15.7699995,83.700005,15.3,1003.60004
2000-07-16,14.53,86.3,0.0,1004.8
2000-07-17,16.18,70.700005,0.0,1011.5
2000-07-18,17.3,68.8,0.0,1015.4
2000-07-19,19.029999,58.4,0.0,1014.10004
2000-07-20,17.89,66.0,0.0,1014.7
2000-07-21,19.279999,55.9,0.0,1016.3
2000-07-22,19.8,61.3,0.0,1016.3
2000-07-23,21.97,60.0,0.0,1014.4
2000-07-24,22.73,65.3,0.0,1010.60004
2000-07-25,25.119999,47.5,0.0,1007.7
2000-07-26,23.26,65.6,0.0,1007.8
2000-07-27,22.02,60.2,0.0,1013.7
2000-07-28,21.74,66.8,12.5,1010.8
2000-07-29,18.89,72.0,0.0,1009.7
2000-07-30,19.439999,66.6,0.0,1015.5
2000-07-31,19.439999,65.700005,0.0,1020.0
2000-08-01,20.789999,55.8,0.0,1021.7
2000-08-02,23.47,52.100002,0.0,1019.9
2000-08-03,24.49,57.4,0.0,1017.3
2000-08-04,24.07,62.7,0.0,1016.0
2000-08-05,23.0,67.5,0.0,1017.3
2000-08-06,24.66,63.7,1.7,1013.5
2000-08-07,21.63,72.700005,0.0,1014.10004
2000-08-08,21.199999,57.5,0.0,1017.0
2000-08-09,21.96,56.8,0.0,1018.8
2000-08-10,22.769999,54.3,0.0,1018.10004
2000-08-11,23.96,52.5,0.0,1014.8
2000-08-12,25.67,51.4,0.0,1013.10004
2000-08-13,26.779999,48.600002,0.0,1015.7
2000-08-14,25.619999,54.600002,0.0,1017.9
2000-08-15,25.359999,54.5,0.0,1018.2
2000-08-16,26.029999,51.3,0.0,1015.9
2000-08-17,27.63,45.600002,0.0,1014.3
2000-08-18,28.8,40.8,0.0,1014.8
2000-08-19,29.57,39.9,0.0,1016.3
2000-08-20,29.51,39.5,0.0,1014.10004
2000-08-21,29.22,42.4,0.0,1011.8
2000-08-22,26.97,43.3,0.0,1013.7
2000-08-23,25.32,46.8,0.0,1017.10004
2000-08-24,21.63,44.4,0.0,1020.3
2000-08-25,21.01,43.9,0.0,1015.60004
2000-08-26,18.5,46.100002,0.0,1018.0
2000-08-27,19.15,50.0,0.0,1018.7
2000-08-28,20.48,54.0,0.0,1018.10004
2000-08-29,20.96,59.5,0.0,1017.60004
2000-08-30,21.64,52.3,0.0,1015.7
2000-08-31,18.949999,77.6,2.8,1011.10004
2000-09-01,18.13,83.3,2.8,1005.7
2000-09-02,18.92,73.5,6.2000003,1007.2
2000-09-03,17.779999,65.1,0.0,1008.4
2000-09-04,17.07,61.3,0.0,1012.5
2000-09-05,14.87,59.9,0.0,1015.4
2000-09-06,14.58,55.3,0.0,1016.0
2000-09-07,13.12,81.6,1.8000001,1012.0
2000-09-08,15.799999,66.8,0.0,1020.2
2000-09-09,16.69,57.600002,0.0,1026.3
2000-09-10,17.93,53.9,0.0,1023.4
2000-09-11,19.33,53.100002,0.0,1016.60004
2000-09-12,20.97,58.9,0.0,1015.10004
2000-09-13,21.359999,57.4,0.0,1014.2
2000-09-14,21.539999,61.2,0.0,1013.60004
2000-09-15,19.56,57.9,0.0,1016.4
2000-09-16,16.65,56.9,4.7000003,1014.7
2000-09-17,16.26,72.700005,0.0,1009.4
2000-09-18,16.32,70.0,0.0,1010.7
2000-09-19,15.11,71.700005,1.1,1011.7
2000-09-20,16.1,86.1,0.0,1010.7
2000-09-21,16.63,74.5,1.0,1010.7
2000-09-22,14.73,81.0,0.0,1016.5
2000-09-23,12.9,84.700005,1.6,1023.5
2000-09-24,12.9,77.6,0.0,1024.8
2000-09-25,13.79,83.1,0.0,1024.9
2000-09-26,14.16,74.6,0.0,1025.1
2000-09-27,14.37,67.700005,0.0,1023.5
2000-09-28,14.429999,63.100002,0.0,1019.60004
2000-09-29,15.2,63.2,0.0,1015.5
2000-09-30,16.81,59.0,0.0,1014.8
2000-10-01,18.359999,61.0,2.5,1014.10004
2000-10-02,17.88,80.5,6.8,1011.5
2000-10-03,18.48,78.3,0.0,1017.0
2000-10-04,18.96,74.200005,0.0,1019.8
2000-10-05,17.43,71.4,0.0,1017.8
2000-10-06,16.119999,75.3,0.0,1016.3
2000-10-07,15.349999,82.5,0.0,1016.9
2000-10-08,13.679999,80.4,0.0,1016.10004
2000-10-09,12.3,84.5,0.0,1013.7
2000-10-10,12.259999,84.0,0.0,1007.7
2000-10-11,15.24,72.5,0.0,1004.8
2000-10-12,18.529999,65.1,0.0,1009.2
2000-10-13,18.539999,69.9,0.0,1016.9
2000-10-14,17.449999,74.6,0.0,1019.60004
2000-10-15,16.66,74.0,0.0,1018.8
2000-10-16,15.339999,74.0,0.0,1019.2
2000-10-17,16.9,71.5,0.0,1021.0
2000-10-18,15.78,75.3,0.0,1022.4
2000-10-19,13.799999,79.6,0.0,1023.8
2000-10-20,11.719999,60.7,0.0,1030.0
2000-10-21,9.09,62.100002,0.0,1034.2001
2000-10-22,8.04,67.4,0.0,1034.9
2000-10-23,8.26,67.700005,0.0,1031.8
2000-10-24,9.25,70.200005,0.0,1024.9
2000-10-25,13.44,71.1,0.0,1019.7
2000-10-26,12.86,77.1,0.0,1015.2
2000-10-27,10.96,70.4,0.0,1017.2
2000-10-28,10.37,75.9,0.0,1023.9
2000-10-29,10.2699995,70.4,0.0,1022.10004
2000-10-30,12.009999,73.700005,0.0,1016.8
2000-10-31,17.14,60.2,0.0,1009.10004
2000-11-01,12.11,84.9,4.1,1009.2
2000-11-02,7.6099997,,0.0,1014.7
2000-11-03,10.65,88.4,0.3,1012.9
2000-11-04,12.04,91.8,14.400001,1010.4
2000-11-05,8.29,85.6,0.0,1017.4
2000-11-06,9.15,80.3,0.5,1010.60004
2000-11-07,11.63,90.5,9.7,998.3
2000-11-08,11.23,81.1,0.0,1004.5
2000-11-09,10.2,80.3,4.2000003,1012.60004
2000-11-10,7.29,91.8,2.3,1019.2
2000-11-11,6.8999996,84.8,0.0,1026.4
2000-11-12,4.99,91.6,0.0,1025.2001
2000-11-13,8.23,85.1,0.0,1014.8
2000-11-14,13.759999,69.3,0.0,1012.3
2000-11-15,14.49,73.8,0.0,1016.10004
2000-11-16,10.96,87.3,0.0,1016.5
2000-11-17,11.059999,82.5,0.0,1014.3
2000-11-18,9.0199995,88.200005,1.3000001,1013.8
2000-11-19,8.07,91.700005,0.0,1013.9
2000-11-20,9.42,84.3,0.0,1011.2
2000-11-21,10.48,78.6,0.0,1013.2
2000-11-22,8.72,85.6,0.0,1017.10004
2000-11-23,8.74,83.700005,0.0,1017.8
2000-11-24,7.87,86.1,0.0,1014.9
2000-11-25,9.29,83.200005,4.1,1012.5
2000-11-26,8.08,90.8,6.6,1006.7
2000-11-27,7.0299997,83.700005,0.0,1013.8
2000-11-28,5.81,82.1,0.0,1022.8
2000-11-29,5.2599998,82.9,0.0,1024.4
2000-11-30,3.1599998,91.5,0.0,1024.4
2000-12-01,2.8799999,,0.0,1024.5
2000-12-02,2.6,92.1,0.0,1022.9
2000-12-03,2.9399998,,0.0,1023.3
2000-12-04,5.0099998,93.4,0.0,1024.3
2000-12-05,5.06,,0.0,1026.5
2000-12-06,2.7,,0.0,1026.9
2000-12-07,0.94,,0.0,1025.8
2000-12-08,2.5,90.1,0.0,1021.60004
2000-12-09,5.46,82.700005,2.5,1020.4
2000-12-10,5.64,,1.3000001,1021.0
2000-12-11,8.55,83.6,0.0,1024.2001
2000-12-12,6.96,89.200005,0.0,1025.9
2000-12-13,8.59,84.9,0.0,1020.10004
2000-12-14,8.98,83.9,0.0,1015.0
2000-12-15,7.0699997,89.700005,4.6,1004.8
2000-12-16,5.7,68.3,0.0,1006.2
2000-12-17,4.36,63.3,0.0,1014.3
2000-12-18,2.8799999,79.0,0.0,1019.7
2000-12-19,1.17,90.9,1.3000001,1022.10004
2000-12-20,-1.4499999,89.1,0.0,1028.6
2000-12-21,-1.76,67.700005,0.0,1031.6
2000-12-22,-3.02,70.4,0.0,1030.4
2000-12-23,-4.7999997,81.5,0.0,1024.8
2000-12-24,-6.22,90.200005,0.0,1016.8
2000-12-25,-1.27,90.6,3.1000001,1005.8
2000-12-26,3.05,,9.900001,997.0
2000-12-27,4.73,,5.0,996.9
2000-12-28,6.42,,0.0,993.10004
2000-12-29,4.74,87.700005,9.3,1000.10004
2000-12-30,2.69,92.0,5.2000003,996.4
2000-12-31,1.36,77.6,0.0,1013.9
2001-01-01,-1.16,86.1,0.0,1019.8
2001-01-02,-0.59999996,92.0,0.3,1015.7
2001-01-03,1.51,,3.1000001,1012.4
2001-01-04,1.29,,0.0,1015.60004
2001-01-05,2.4099998,,0.0,1014.2
2001-01-06,5.48,,0.0,1009.10004
2001-01-07,6.58,93.200005,6.3,1013.2
2001-01-08,7.52,,2.8,1010.5
2001-01-09,3.8799999,90.8,6.1,1008.5
2001-01-10,1.8499999,89.200005,0.0,1019.3
2001-01-11,1.77,,0.0,1018.9
2001-01-12,0.69,77.9,0.0,1023.5
2001-01-13,-0.12,76.3,0.0,1031.8
2001-01-14,-2.01,75.1,0.0,1036.0
2001-01-15,-2.61,78.1,0.0,1034.2001
2001-01-16,-2.6399999,82.200005,0.0,1031.7001
2001-01-17,0.17999999,79.1,0.0,1029.6
2001-01-18,0.14,76.5,0.0,1027.9
2001-01-19,-0.76,84.5,0.0,1028.4
2001-01-20,-0.68,84.1,0.0,1029.8
2001-01-21,-1.42,87.5,0.0,1030.2001
2001-01-22,-1.93,90.4,1.8000001,1028.4
2001-01-23,-0.91999996,,4.7000003,1021.5
2001-01-24,-0.04,,7.1,1021.7
2001-01-25,1.3199999,,15.5,1018.5
2001-01-26,2.3999999,,8.2,1013.10004
2001-01-27,4.89,91.9,0.0,1007.10004
2001-01-28,5.56,78.1,0.0,1007.7
2001-01-29,4.7799997,,4.3,1010.60004
2001-01-30,3.36,,13.3,1012.60004
2001-01-31,1.5699999,89.3,0.0,1011.2
2001-02-01,1.52,67.9,0.0,1014.5
2001-02-02,-1.35,72.8,0.0,1017.4
2001-02-03,-1.1999999,70.5,0.0,1015.2
2001-02-04,3.52,81.0,0.0,1010.3
2001-02-05,6.22,,1.6,1009.8
2001-02-06,9.08,78.8,0.0,1015.9
2001-02-07,9.91,76.1,0.0,1017.5
2001-02-08,11.4,72.6,0.0,1012.9
2001-02-09,11.45,63.600002,0.0,1013.8
2001-02-10,9.05,74.9,0.0,1025.7001
2001-02-11,5.72,72.9,0.0,1037.3
2001-02-12,4.4,75.0,0.0,1035.8
2001-02-13,5.85,79.3,0.0,1024.5
2001-02-14,5.92,70.700005,0.0,1027.4
2001-02-15,4.6,69.4,0.0,1032.7001
2001-02-16,4.36,72.700005,0.0,1029.9
2001-02-17,4.88,70.700005,0.0,1027.4
2001-02-18,3.12,65.6,0.0,1025.4
2001-02-19,3.04,61.600002,0.0,1025.4
2001-02-20,3.8899999,80.200005,0.0,1018.5
2001-02-21,4.45,75.200005,0.0,1014.7
2001-02-22,4.47,71.6,3.3,1004.0
2001-02-23,2.48,85.4,0.0,999.2
2001-02-24,0.13,65.200005,0.0,1005.8
2001-02-25,-0.56,63.7,0.0,1011.8
2001-02-26,-0.08,60.5,0.0,1007.10004
2001-02-27,0.21,62.9,0.0,1007.60004
2001-02-28,1.13,65.200005,2.5,1011.5
2001-03-01,1.51,,3.4,1001.9
2001-03-02,2.28,88.4,12.7,1005.0
2001-03-03,4.2,,8.6,997.5
2001-03-04,9.679999,88.3,3.7,1001.2
2001-03-05,7.7,81.700005,0.0,1008.7
2001-03-06,4.47,67.3,0.0,1025.9
2001-03-07,5.68,66.700005,0.0,1025.9
2001-03-08,6.87,55.0,0.0,1019.10004
2001-03-09,9.45,74.9,0.0,1011.3
